relay_id,event_ts,device,metric,before_30m_mean,after_0_30m_mean,after_30_120m_mean,delta_0_30m,delta_30_120m,n_before,n_after30,n_after120
14,2026-03-28 16:54:22,th-1,humidity,17.0,19.310344827586206,24.0,2.3103448275862064,7.0,27,29,3
14,2026-03-28 16:54:22,th-2,temperature,32.614814814814814,31.86896551724138,30.35,-0.7458492975734323,-2.2648148148148124,27,29,2
14,2026-03-28 16:54:22,th-2,humidity,17.0,17.862068965517242,22.0,0.862068965517242,5.0,27,29,2
14,2026-03-28 16:54:22,co2-1,temperature,28.14814814814815,28.927586206896553,29.733333333333334,0.7794380587484042,1.5851851851851855,27,29,3
14,2026-03-28 16:54:22,co2-1,humidity,29.103703703703705,29.73793103448276,34.06666666666666,0.6342273307790549,4.962962962962958,27,29,3
14,2026-03-28 16:54:22,co2-1,co2,469.0740740740741,414.7241379310345,410.3333333333333,-54.3499361430396,-58.74074074074076,27,29,3
12,2026-03-28 16:54:22,th-1,temperature,31.485185185185184,30.975862068965515,29.833333333333332,-0.5093231162196687,-1.651851851851852,27,29,3
12,2026-03-28 16:54:22,th-1,humidity,17.0,19.310344827586206,24.0,2.3103448275862064,7.0,27,29,3
12,2026-03-28 16:54:22,th-2,temperature,32.614814814814814,31.86896551724138,30.35,-0.7458492975734323,-2.2648148148148124,27,29,2
12,2026-03-28 16:54:22,th-2,humidity,17.0,17.862068965517242,22.0,0.862068965517242,5.0,27,29,2
12,2026-03-28 16:54:22,co2-1,temperature,28.14814814814815,28.927586206896553,29.733333333333334,0.7794380587484042,1.5851851851851855,27,29,3
12,2026-03-28 16:54:22,co2-1,humidity,29.103703703703705,29.73793103448276,34.06666666666666,0.6342273307790549,4.962962962962958,27,29,3
12,2026-03-28 16:54:22,co2-1,co2,469.0740740740741,414.7241379310345,410.3333333333333,-54.3499361430396,-58.74074074074076,27,29,3
10,2026-03-28 16:54:32,th-1,temperature,31.485714285714284,30.957142857142856,29.833333333333332,-0.5285714285714285,-1.6523809523809518,28,28,3
10,2026-03-28 16:54:32,th-1,humidity,17.0,19.392857142857142,24.0,2.3928571428571423,7.0,28,28,3
10,2026-03-28 16:54:32,th-2,temperature,32.61785714285715,31.839285714285715,30.35,-0.778571428571432,-2.267857142857146,28,28,2
10,2026-03-28 16:54:32,th-2,humidity,17.0,17.892857142857142,22.0,0.8928571428571423,5.0,28,28,2
10,2026-03-28 16:54:32,co2-1,temperature,28.139285714285712,28.964285714285715,29.733333333333334,0.8250000000000028,1.5940476190476218,28,28,3
10,2026-03-28 16:54:32,co2-1,humidity,29.035714285714285,29.82857142857143,34.06666666666666,0.7928571428571445,5.030952380952378,28,28,3
10,2026-03-28 16:54:32,co2-1,co2,467.10714285714283,414.75,410.3333333333333,-52.35714285714283,-56.77380952380952,28,28,3
8,2026-03-28 17:01:56,th-1,temperature,31.489285714285714,30.692,,-0.7972857142857137,,28,25,0
8,2026-03-28 17:01:56,th-1,humidity,17.0,20.52,,3.5199999999999996,,28,25,0
8,2026-03-28 17:01:56,th-2,temperature,32.63928571428572,31.5,,-1.1392857142857196,,28,24,0
8,2026-03-28 17:01:56,th-2,humidity,17.0,18.458333333333332,,1.4583333333333321,,28,24,0
8,2026-03-28 17:01:56,co2-1,temperature,28.1,29.28,,1.1799999999999997,,28,25,0
8,2026-03-28 17:01:56,co2-1,humidity,27.492857142857144,30.932,,3.439142857142855,,28,25,0
8,2026-03-28 17:01:56,co2-1,co2,440.5,413.84,,-26.660000000000025,,28,25,0
11,2026-03-28 17:10:35,th-1,temperature,31.555555555555557,30.223529411764705,,-1.332026143790852,,27,17,0
11,2026-03-28 17:10:35,th-1,humidity,17.25925925925926,21.764705882352942,,4.5054466230936825,,27,17,0
11,2026-03-28 17:10:35,th-2,temperature,32.7,30.8625,,-1.8375000000000021,,27,16,0
11,2026-03-28 17:10:35,th-2,humidity,16.925925925925927,19.3125,,2.3865740740740726,,27,16,0
11,2026-03-28 17:10:35,co2-1,temperature,28.18888888888889,29.58235294117647,,1.3934640522875803,,27,17,0
11,2026-03-28 17:10:35,co2-1,humidity,27.74074074074074,32.13529411764706,,4.394553376906316,,27,17,0
11,2026-03-28 17:10:35,co2-1,co2,414.962962962963,413.94117647058823,,-1.0217864923747584,,27,17,0
9,2026-03-28 17:10:35,th-1,temperature,31.555555555555557,30.223529411764705,,-1.332026143790852,,27,17,0
9,2026-03-28 17:10:35,th-1,humidity,17.25925925925926,21.764705882352942,,4.5054466230936825,,27,17,0
9,2026-03-28 17:10:35,th-2,temperature,32.7,30.8625,,-1.8375000000000021,,27,16,0
9,2026-03-28 17:10:35,th-2,humidity,16.925925925925927,19.3125,,2.3865740740740726,,27,16,0
9,2026-03-28 17:10:35,co2-1,temperature,28.18888888888889,29.58235294117647,,1.3934640522875803,,27,17,0
9,2026-03-28 17:10:35,co2-1,humidity,27.74074074074074,32.13529411764706,,4.394553376906316,,27,17,0
9,2026-03-28 17:10:35,co2-1,co2,414.962962962963,413.94117647058823,,-1.0217864923747584,,27,17,0
8,2026-03-28 17:10:45,th-1,temperature,31.585714285714285,30.0875,,-1.4982142857142868,,28,16,0
8,2026-03-28 17:10:45,th-1,humidity,17.357142857142858,21.875,,4.517857142857142,,28,16,0
8,2026-03-28 17:10:45,th-2,temperature,32.725,30.69333333333333,,-2.03166666666667,,28,15,0
8,2026-03-28 17:10:45,th-2,humidity,16.892857142857142,19.533333333333335,,2.6404761904761926,,28,15,0
8,2026-03-28 17:10:45,co2-1,temperature,28.242857142857144,29.575,,1.3321428571428555,,28,16,0
8,2026-03-28 17:10:45,co2-1,humidity,27.807142857142857,32.29375,,4.486607142857146,,28,16,0
8,2026-03-28 17:10:45,co2-1,co2,415.0357142857143,413.75,,-1.2857142857142776,,28,16,0
11,2026-03-31 11:42:09,th-1,temperature,30.01818181818182,28.62333333333333,30.405555555555555,-1.3948484848484881,0.3873737373737356,11,30,90
11,2026-03-31 11:42:09,th-1,humidity,26.09090909090909,26.633333333333333,26.844444444444445,0.5424242424242429,0.7535353535353551,11,30,90
11,2026-03-31 11:42:09,th-2,temperature,30.825,29.12,31.232222222222223,-1.7049999999999983,0.4072222222222237,12,30,90
11,2026-03-31 11:42:09,th-2,humidity,24.916666666666668,26.166666666666668,26.166666666666668,1.25,1.25,12,30,90
11,2026-03-31 11:42:09,co2-1,temperature,27.472727272727273,27.60666666666667,28.143333333333334,0.13393939393939647,0.6706060606060618,11,30,90
11,2026-03-31 11:42:09,co2-1,humidity,33.56363636363636,35.81666666666667,35.41555555555556,2.2530303030303074,1.851919191919194,11,30,90
11,2026-03-31 11:42:09,co2-1,co2,554.5454545454545,577.4333333333333,668.3333333333334,22.887878787878776,113.78787878787887,11,30,90
9,2026-03-31 11:42:09,th-1,temperature,30.01818181818182,28.62333333333333,30.405555555555555,-1.3948484848484881,0.3873737373737356,11,30,90
9,2026-03-31 11:42:09,th-1,humidity,26.09090909090909,26.633333333333333,26.844444444444445,0.5424242424242429,0.7535353535353551,11,30,90
9,2026-03-31 11:42:09,th-2,temperature,30.825,29.12,31.232222222222223,-1.7049999999999983,0.4072222222222237,12,30,90
9,2026-03-31 11:42:09,th-2,humidity,24.916666666666668,26.166666666666668,26.166666666666668,1.25,1.25,12,30,90
9,2026-03-31 11:42:09,co2-1,temperature,27.472727272727273,27.60666666666667,28.143333333333334,0.13393939393939647,0.6706060606060618,11,30,90
9,2026-03-31 11:42:09,co2-1,humidity,33.56363636363636,35.81666666666667,35.41555555555556,2.2530303030303074,1.851919191919194,11,30,90
9,2026-03-31 11:42:09,co2-1,co2,554.5454545454545,577.4333333333333,668.3333333333334,22.887878787878776,113.78787878787887,11,30,90
8,2026-03-31 11:42:19,th-1,temperature,30.01818181818182,28.62333333333333,30.405555555555555,-1.3948484848484881,0.3873737373737356,11,30,90
8,2026-03-31 11:42:19,th-1,humidity,26.09090909090909,26.633333333333333,26.844444444444445,0.5424242424242429,0.7535353535353551,11,30,90
8,2026-03-31 11:42:19,th-2,temperature,30.825,29.12,31.232222222222223,-1.7049999999999983,0.4072222222222237,12,30,90
8,2026-03-31 11:42:19,th-2,humidity,24.916666666666668,26.166666666666668,26.166666666666668,1.25,1.25,12,30,90
8,2026-03-31 11:42:19,co2-1,temperature,27.472727272727273,27.60666666666667,28.143333333333334,0.13393939393939647,0.6706060606060618,11,30,90
8,2026-03-31 11:42:19,co2-1,humidity,33.56363636363636,35.81666666666667,35.41555555555556,2.2530303030303074,1.851919191919194,11,30,90
8,2026-03-31 11:42:19,co2-1,co2,554.5454545454545,577.4333333333333,668.3333333333334,22.887878787878776,113.78787878787887,11,30,90
4,2026-03-31 11:45:37,th-1,temperature,30.05,28.446666666666665,30.436666666666667,-1.6033333333333353,0.3866666666666667,14,30,90
4,2026-03-31 11:45:37,th-1,humidity,25.714285714285715,26.9,27.044444444444444,1.1857142857142833,1.330158730158729,14,30,90
4,2026-03-31 11:45:37,th-2,temperature,30.873333333333335,28.903333333333332,31.264444444444443,-1.9700000000000024,0.3911111111111083,15,30,90
4,2026-03-31 11:45:37,th-2,humidity,24.4,26.633333333333333,26.377777777777776,2.2333333333333343,1.9777777777777779,15,30,90
4,2026-03-31 11:45:37,co2-1,temperature,27.5,27.62,28.195555555555554,0.120000000000001,0.6955555555555542,14,30,90
4,2026-03-31 11:45:37,co2-1,humidity,33.857142857142854,35.92,35.66222222222222,2.0628571428571476,1.805079365079365,14,30,90
4,2026-03-31 11:45:37,co2-1,co2,556.2857142857143,582.8333333333334,669.6,26.547619047619037,113.31428571428569,14,30,90
3,2026-03-31 11:45:49,th-1,temperature,29.986666666666668,28.436666666666667,30.45505617977528,-1.5500000000000007,0.46838951310861177,15,30,89
3,2026-03-31 11:45:49,th-1,humidity,25.733333333333334,26.966666666666665,27.03370786516854,1.2333333333333307,1.3003745318352067,15,30,89
3,2026-03-31 11:45:49,th-2,temperature,30.79375,28.89666666666667,31.285393258426968,-1.897083333333331,0.49164325842696854,16,30,89
3,2026-03-31 11:45:49,th-2,humidity,24.375,26.766666666666666,26.359550561797754,2.3916666666666657,1.9845505617977537,16,30,89
3,2026-03-31 11:45:49,co2-1,temperature,27.513333333333332,27.630000000000003,28.197752808988763,0.1166666666666707,0.6844194756554316,15,30,89
3,2026-03-31 11:45:49,co2-1,humidity,33.95333333333333,35.93333333333334,35.66179775280899,1.980000000000004,1.7084644194756535,15,30,89
3,2026-03-31 11:45:49,co2-1,co2,556.4666666666667,584.8,670.1797752808989,28.333333333333258,113.71310861423217,15,30,89
2,2026-03-31 11:45:53,th-1,temperature,29.986666666666668,28.436666666666667,30.443333333333335,-1.5500000000000007,0.456666666666667,15,30,90
2,2026-03-31 11:45:53,th-1,humidity,25.733333333333334,26.966666666666665,27.1,1.2333333333333307,1.3666666666666671,15,30,90
2,2026-03-31 11:45:53,th-2,temperature,30.79375,28.89666666666667,31.27,-1.897083333333331,0.4762500000000003,16,30,90
2,2026-03-31 11:45:53,th-2,humidity,24.375,26.766666666666666,26.444444444444443,2.3916666666666657,2.069444444444443,16,30,90
2,2026-03-31 11:45:53,co2-1,temperature,27.513333333333332,27.630000000000003,28.211111111111112,0.1166666666666707,0.6977777777777803,15,30,90
2,2026-03-31 11:45:53,co2-1,humidity,33.95333333333333,35.93333333333334,35.75,1.980000000000004,1.7966666666666669,15,30,90
2,2026-03-31 11:45:53,co2-1,co2,556.4666666666667,584.8,669.9555555555555,28.333333333333258,113.48888888888882,15,30,90
1,2026-03-31 11:46:03,th-1,temperature,29.986666666666668,28.436666666666667,30.443333333333335,-1.5500000000000007,0.456666666666667,15,30,90
1,2026-03-31 11:46:03,th-1,humidity,25.733333333333334,26.966666666666665,27.1,1.2333333333333307,1.3666666666666671,15,30,90
1,2026-03-31 11:46:03,th-2,temperature,30.79375,28.89666666666667,31.27,-1.897083333333331,0.4762500000000003,16,30,90
1,2026-03-31 11:46:03,th-2,humidity,24.375,26.766666666666666,26.444444444444443,2.3916666666666657,2.069444444444443,16,30,90
1,2026-03-31 11:46:03,co2-1,temperature,27.513333333333332,27.630000000000003,28.211111111111112,0.1166666666666707,0.6977777777777803,15,30,90
1,2026-03-31 11:46:03,co2-1,humidity,33.95333333333333,35.93333333333334,35.75,1.980000000000004,1.7966666666666669,15,30,90
1,2026-03-31 11:46:03,co2-1,co2,556.4666666666667,584.8,669.9555555555555,28.333333333333258,113.48888888888882,15,30,90
2,2026-03-31 12:26:30,th-1,temperature,28.99,30.89666666666667,30.02777777777778,1.9066666666666698,1.0377777777777801,30,30,90
2,2026-03-31 12:26:30,th-1,humidity,26.733333333333334,25.866666666666667,31.355555555555554,-0.8666666666666671,4.62222222222222,30,30,90
2,2026-03-31 12:26:30,th-2,temperature,29.546666666666667,31.89,30.664444444444445,2.3433333333333337,1.1177777777777784,30,30,90
2,2026-03-31 12:26:30,th-2,humidity,26.633333333333333,25.0,31.08888888888889,-1.6333333333333329,4.455555555555556,30,30,90
2,2026-03-31 12:26:30,co2-1,temperature,27.71,28.0,29.002222222222223,0.28999999999999915,1.2922222222222217,30,30,90
2,2026-03-31 12:26:30,co2-1,humidity,35.38666666666666,34.086666666666666,40.69444444444444,-1.2999999999999972,5.30777777777778,30,30,90
2,2026-03-31 12:26:30,co2-1,co2,608.3666666666667,666.5666666666667,663.6,58.200000000000045,55.23333333333335,30,30,90
11,2026-03-31 13:21:49,th-1,temperature,31.086206896551726,29.386666666666667,31.656666666666666,-1.6995402298850593,0.5704597701149403,29,30,90
11,2026-03-31 13:21:49,th-1,humidity,25.75862068965517,30.9,37.78888888888889,5.141379310344828,12.03026819923372,29,30,90
11,2026-03-31 13:21:49,th-2,temperature,32.00344827586207,29.933333333333334,32.18222222222222,-2.070114942528736,0.17877394636015254,29,30,90
11,2026-03-31 13:21:49,th-2,humidity,24.96551724137931,30.533333333333335,38.86666666666667,5.567816091954025,13.901149425287358,29,30,90
11,2026-03-31 13:21:49,co2-1,temperature,27.986206896551725,28.933333333333334,30.665060240963854,0.947126436781609,2.678853344412129,29,30,83
11,2026-03-31 13:21:49,co2-1,humidity,33.83793103448276,40.85333333333333,47.973493975903615,7.015402298850574,14.135562941420858,29,30,83
11,2026-03-31 13:21:49,co2-1,co2,678.3448275862069,669.9333333333333,632.3734939759037,-8.411494252873581,-45.97133361030319,29,30,83
9,2026-03-31 13:21:49,th-1,temperature,31.086206896551726,29.386666666666667,31.656666666666666,-1.6995402298850593,0.5704597701149403,29,30,90
9,2026-03-31 13:21:49,th-1,humidity,25.75862068965517,30.9,37.78888888888889,5.141379310344828,12.03026819923372,29,30,90
9,2026-03-31 13:21:49,th-2,temperature,32.00344827586207,29.933333333333334,32.18222222222222,-2.070114942528736,0.17877394636015254,29,30,90
9,2026-03-31 13:21:49,th-2,humidity,24.96551724137931,30.533333333333335,38.86666666666667,5.567816091954025,13.901149425287358,29,30,90
9,2026-03-31 13:21:49,co2-1,temperature,27.986206896551725,28.933333333333334,30.665060240963854,0.947126436781609,2.678853344412129,29,30,83
9,2026-03-31 13:21:49,co2-1,humidity,33.83793103448276,40.85333333333333,47.973493975903615,7.015402298850574,14.135562941420858,29,30,83
9,2026-03-31 13:21:49,co2-1,co2,678.3448275862069,669.9333333333333,632.3734939759037,-8.411494252873581,-45.97133361030319,29,30,83
8,2026-03-31 13:21:59,th-1,temperature,31.083333333333336,29.34,31.702222222222222,-1.7433333333333358,0.6188888888888862,30,30,90
8,2026-03-31 13:21:59,th-1,humidity,25.766666666666666,31.166666666666668,37.855555555555554,5.400000000000002,12.088888888888889,30,30,90
8,2026-03-31 13:21:59,th-2,temperature,32.00333333333333,29.866666666666667,32.23111111111111,-2.136666666666663,0.2277777777777814,30,30,90
8,2026-03-31 13:21:59,th-2,humidity,24.966666666666665,30.833333333333332,38.977777777777774,5.866666666666667,14.01111111111111,30,30,90
8,2026-03-31 13:21:59,co2-1,temperature,27.99,28.98,30.679268292682927,0.990000000000002,2.6892682926829288,30,30,82
8,2026-03-31 13:21:59,co2-1,humidity,33.85666666666667,41.18333333333333,48.01829268292683,7.326666666666661,14.161626016260158,30,30,82
8,2026-03-31 13:21:59,co2-1,co2,678.9666666666667,668.2333333333333,632.2073170731708,-10.733333333333348,-46.75934959349593,30,30,82
2,2026-03-31 13:40:58,th-1,temperature,29.94,29.623333333333335,32.25222222222222,-0.31666666666666643,2.3122222222222213,30,30,90
2,2026-03-31 13:40:58,th-1,humidity,28.366666666666667,34.733333333333334,36.5,6.366666666666667,8.133333333333333,30,30,90
2,2026-03-31 13:40:58,th-2,temperature,30.626666666666665,30.13,32.88444444444445,-0.49666666666666615,2.2577777777777825,30,30,90
2,2026-03-31 13:40:58,th-2,humidity,27.666666666666668,34.733333333333334,37.24444444444445,7.066666666666666,9.57777777777778,30,30,90
2,2026-03-31 13:40:58,co2-1,temperature,28.483333333333334,29.580000000000002,30.525925925925925,1.0966666666666676,2.042592592592591,30,30,81
2,2026-03-31 13:40:58,co2-1,humidity,37.553333333333335,44.693333333333335,45.2962962962963,7.140000000000001,7.742962962962963,30,30,81
2,2026-03-31 13:40:58,co2-1,co2,682.5666666666667,647.3,628.2716049382716,-35.266666666666765,-54.295061728395126,30,30,81
9,2026-03-31 13:44:21,th-1,temperature,29.763333333333335,29.68,32.315555555555555,-0.0833333333333357,2.5522222222222197,30,30,90
9,2026-03-31 13:44:21,th-1,humidity,29.133333333333333,35.1,36.21111111111111,5.966666666666669,7.077777777777776,30,30,90
9,2026-03-31 13:44:21,th-2,temperature,30.406666666666666,30.186666666666667,32.97,-0.21999999999999886,2.5633333333333326,30,30,90
9,2026-03-31 13:44:21,th-2,humidity,28.5,35.06666666666667,36.91111111111111,6.56666666666667,8.411111111111111,30,30,90
9,2026-03-31 13:44:21,co2-1,temperature,28.606666666666666,29.643333333333334,30.479012345679013,1.0366666666666688,1.8723456790123478,30,30,81
9,2026-03-31 13:44:21,co2-1,humidity,38.49333333333333,44.973333333333336,44.82345679012346,6.480000000000004,6.330123456790126,30,30,81
9,2026-03-31 13:44:21,co2-1,co2,679.6333333333333,645.9,627.2716049382716,-33.73333333333335,-52.36172839506173,30,30,81
9,2026-03-31 14:18:34,th-1,temperature,29.74,31.173333333333332,32.16111111111111,1.4333333333333336,2.421111111111113,30,30,90
9,2026-03-31 14:18:34,th-1,humidity,35.6,35.86666666666667,33.58888888888889,0.2666666666666657,-2.011111111111113,30,30,90
9,2026-03-31 14:18:34,th-2,temperature,30.256666666666668,31.723333333333333,32.937777777777775,1.466666666666665,2.6811111111111074,30,30,90
9,2026-03-31 14:18:34,th-2,humidity,35.53333333333333,36.766666666666666,33.7,1.2333333333333343,-1.8333333333333286,30,30,90
9,2026-03-31 14:18:34,co2-1,temperature,29.72,30.513333333333332,29.66296296296296,0.793333333333333,-0.05703703703703766,30,30,81
9,2026-03-31 14:18:34,co2-1,humidity,45.3,46.10666666666667,40.324691358024694,0.806666666666672,-4.975308641975303,30,30,81
9,2026-03-31 14:18:34,co2-1,co2,645.4,641.7666666666667,621.641975308642,-3.6333333333333258,-23.758024691357946,30,30,81
14,2026-03-31 14:19:24,th-1,temperature,29.756666666666668,31.273333333333333,32.11666666666667,1.5166666666666657,2.3599999999999994,30,30,90
14,2026-03-31 14:19:24,th-1,humidity,35.666666666666664,35.86666666666667,33.522222222222226,0.20000000000000284,-2.1444444444444386,30,30,90
14,2026-03-31 14:19:24,th-2,temperature,30.273333333333333,31.83,32.89111111111111,1.5566666666666649,2.617777777777775,30,30,90
14,2026-03-31 14:19:24,th-2,humidity,35.63333333333333,36.8,33.62222222222222,1.1666666666666643,-2.011111111111113,30,30,90
14,2026-03-31 14:19:24,co2-1,temperature,29.74,30.563333333333333,29.623456790123456,0.8233333333333341,-0.11654320987654287,30,30,81
14,2026-03-31 14:19:24,co2-1,humidity,45.37,46.21333333333333,40.17160493827161,0.8433333333333337,-5.198395061728391,30,30,81
14,2026-03-31 14:19:24,co2-1,co2,645.4333333333333,641.2333333333333,621.2469135802469,-4.199999999999932,-24.186419753086398,30,30,81
11,2026-03-31 15:21:15,th-1,temperature,33.70333333333333,32.166666666666664,28.283333333333335,-1.5366666666666688,-5.419999999999998,30,30,90
11,2026-03-31 15:21:15,th-1,humidity,41.63333333333333,29.066666666666666,30.0,-12.566666666666666,-11.633333333333333,30,30,90
11,2026-03-31 15:21:15,th-2,temperature,34.196666666666665,33.21333333333333,28.705555555555556,-0.9833333333333343,-5.49111111111111,30,30,90
11,2026-03-31 15:21:15,th-2,humidity,43.86666666666667,27.633333333333333,30.344444444444445,-16.233333333333334,-13.522222222222222,30,30,90
11,2026-03-31 15:21:15,co2-1,temperature,31.830434782608695,28.835714285714285,27.75777777777778,-2.9947204968944092,-4.072657004830916,23,28,90
11,2026-03-31 15:21:15,co2-1,humidity,53.18260869565217,32.94285714285714,36.01888888888889,-20.239751552795028,-17.163719806763282,23,28,90
11,2026-03-31 15:21:15,co2-1,co2,605.8695652173913,623.1785714285714,561.8888888888889,17.30900621118019,-43.98067632850234,23,28,90
9,2026-03-31 15:21:15,th-1,temperature,33.70333333333333,32.166666666666664,28.283333333333335,-1.5366666666666688,-5.419999999999998,30,30,90
9,2026-03-31 15:21:15,th-1,humidity,41.63333333333333,29.066666666666666,30.0,-12.566666666666666,-11.633333333333333,30,30,90
9,2026-03-31 15:21:15,th-2,temperature,34.196666666666665,33.21333333333333,28.705555555555556,-0.9833333333333343,-5.49111111111111,30,30,90
9,2026-03-31 15:21:15,th-2,humidity,43.86666666666667,27.633333333333333,30.344444444444445,-16.233333333333334,-13.522222222222222,30,30,90
9,2026-03-31 15:21:15,co2-1,temperature,31.830434782608695,28.835714285714285,27.75777777777778,-2.9947204968944092,-4.072657004830916,23,28,90
9,2026-03-31 15:21:15,co2-1,humidity,53.18260869565217,32.94285714285714,36.01888888888889,-20.239751552795028,-17.163719806763282,23,28,90
9,2026-03-31 15:21:15,co2-1,co2,605.8695652173913,623.1785714285714,561.8888888888889,17.30900621118019,-43.98067632850234,23,28,90
2,2026-03-31 16:01:33,th-1,temperature,31.75,29.283333333333335,27.247777777777777,-2.466666666666665,-4.502222222222223,30,30,90
2,2026-03-31 16:01:33,th-1,humidity,27.966666666666665,30.2,31.3,2.2333333333333343,3.3333333333333357,30,30,90
2,2026-03-31 16:01:33,th-2,temperature,32.906666666666666,29.776666666666667,27.49,-3.129999999999999,-5.416666666666668,30,30,90
2,2026-03-31 16:01:33,th-2,humidity,26.533333333333335,30.1,32.144444444444446,3.5666666666666664,5.611111111111111,30,30,90
2,2026-03-31 16:01:33,co2-1,temperature,28.643333333333334,28.316666666666666,27.51222222222222,-0.326666666666668,-1.1311111111111138,30,30,90
2,2026-03-31 16:01:33,co2-1,humidity,33.29,37.0,36.87,3.710000000000001,3.5799999999999983,30,30,90
2,2026-03-31 16:01:33,co2-1,co2,624.9333333333333,612.1333333333333,487.3,-12.799999999999955,-137.63333333333327,30,30,90
11,2026-03-31 16:01:54,th-1,temperature,31.75,29.283333333333335,27.247777777777777,-2.466666666666665,-4.502222222222223,30,30,90
11,2026-03-31 16:01:54,th-1,humidity,27.966666666666665,30.2,31.3,2.2333333333333343,3.3333333333333357,30,30,90
11,2026-03-31 16:01:54,th-2,temperature,32.906666666666666,29.776666666666667,27.49,-3.129999999999999,-5.416666666666668,30,30,90
11,2026-03-31 16:01:54,th-2,humidity,26.533333333333335,30.1,32.144444444444446,3.5666666666666664,5.611111111111111,30,30,90
11,2026-03-31 16:01:54,co2-1,temperature,28.643333333333334,28.316666666666666,27.51222222222222,-0.326666666666668,-1.1311111111111138,30,30,90
11,2026-03-31 16:01:54,co2-1,humidity,33.29,37.0,36.87,3.710000000000001,3.5799999999999983,30,30,90
11,2026-03-31 16:01:54,co2-1,co2,624.9333333333333,612.1333333333333,487.3,-12.799999999999955,-137.63333333333327,30,30,90
9,2026-03-31 16:01:54,th-1,temperature,31.75,29.283333333333335,27.247777777777777,-2.466666666666665,-4.502222222222223,30,30,90
9,2026-03-31 16:01:54,th-1,humidity,27.966666666666665,30.2,31.3,2.2333333333333343,3.3333333333333357,30,30,90
9,2026-03-31 16:01:54,th-2,temperature,32.906666666666666,29.776666666666667,27.49,-3.129999999999999,-5.416666666666668,30,30,90
9,2026-03-31 16:01:54,th-2,humidity,26.533333333333335,30.1,32.144444444444446,3.5666666666666664,5.611111111111111,30,30,90
9,2026-03-31 16:01:54,co2-1,temperature,28.643333333333334,28.316666666666666,27.51222222222222,-0.326666666666668,-1.1311111111111138,30,30,90
9,2026-03-31 16:01:54,co2-1,humidity,33.29,37.0,36.87,3.710000000000001,3.5799999999999983,30,30,90
9,2026-03-31 16:01:54,co2-1,co2,624.9333333333333,612.1333333333333,487.3,-12.799999999999955,-137.63333333333327,30,30,90
8,2026-03-31 16:02:04,th-1,temperature,31.723333333333333,29.163333333333334,27.243333333333332,-2.5599999999999987,-4.48,30,30,90
8,2026-03-31 16:02:04,th-1,humidity,28.0,30.266666666666666,31.31111111111111,2.2666666666666657,3.31111111111111,30,30,90
8,2026-03-31 16:02:04,th-2,temperature,32.88333333333333,29.626666666666665,27.484444444444446,-3.2566666666666677,-5.398888888888887,30,30,90
8,2026-03-31 16:02:04,th-2,humidity,26.566666666666666,30.233333333333334,32.166666666666664,3.666666666666668,5.599999999999998,30,30,90
8,2026-03-31 16:02:04,co2-1,temperature,28.63,28.293333333333333,27.50777777777778,-0.336666666666666,-1.12222222222222,30,30,90
8,2026-03-31 16:02:04,co2-1,humidity,33.416666666666664,37.013333333333335,36.87111111111111,3.596666666666671,3.454444444444448,30,30,90
8,2026-03-31 16:02:04,co2-1,co2,627.5333333333333,607.4,486.1777777777778,-20.133333333333326,-141.3555555555555,30,30,90
14,2026-03-31 16:42:19,th-1,temperature,28.456666666666667,26.936666666666667,27.287777777777777,-1.5199999999999996,-1.1688888888888904,30,30,90
14,2026-03-31 16:42:19,th-1,humidity,30.633333333333333,30.133333333333333,32.022222222222226,-0.5,1.3888888888888928,30,30,90
14,2026-03-31 16:42:19,th-2,temperature,28.803333333333335,27.153333333333332,27.53333333333333,-1.6500000000000021,-1.2700000000000031,30,30,90
14,2026-03-31 16:42:19,th-2,humidity,31.1,31.066666666666666,32.93333333333333,-0.03333333333333499,1.8333333333333286,30,30,90
14,2026-03-31 16:42:19,co2-1,temperature,28.023333333333333,27.213333333333335,27.495555555555555,-0.8099999999999987,-0.5277777777777786,30,30,90
14,2026-03-31 16:42:19,co2-1,humidity,36.71333333333333,35.663333333333334,37.36333333333334,-1.0499999999999972,0.6500000000000057,30,30,90
14,2026-03-31 16:42:19,co2-1,co2,584.1333333333333,511.96666666666664,458.22222222222223,-72.16666666666669,-125.9111111111111,30,30,90
10,2026-03-31 16:42:29,th-1,temperature,28.456666666666667,26.936666666666667,27.287777777777777,-1.5199999999999996,-1.1688888888888904,30,30,90
10,2026-03-31 16:42:29,th-1,humidity,30.633333333333333,30.133333333333333,32.022222222222226,-0.5,1.3888888888888928,30,30,90
10,2026-03-31 16:42:29,th-2,temperature,28.803333333333335,27.153333333333332,27.53333333333333,-1.6500000000000021,-1.2700000000000031,30,30,90
10,2026-03-31 16:42:29,th-2,humidity,31.1,31.066666666666666,32.93333333333333,-0.03333333333333499,1.8333333333333286,30,30,90
10,2026-03-31 16:42:29,co2-1,temperature,28.023333333333333,27.213333333333335,27.495555555555555,-0.8099999999999987,-0.5277777777777786,30,30,90
10,2026-03-31 16:42:29,co2-1,humidity,36.71333333333333,35.663333333333334,37.36333333333334,-1.0499999999999972,0.6500000000000057,30,30,90
10,2026-03-31 16:42:29,co2-1,co2,584.1333333333333,511.96666666666664,458.22222222222223,-72.16666666666669,-125.9111111111111,30,30,90
