relay_id,event_ts,device,metric,before_30m_mean,after_0_30m_mean,after_30_120m_mean,delta_0_30m,delta_30_120m,n_before,n_after30,n_after120
15,2026-03-31 16:42:29,th-1,temperature,28.456666666666667,26.936666666666667,27.287777777777777,-1.5199999999999996,-1.1688888888888904,30,30,90
15,2026-03-31 16:42:29,th-1,humidity,30.633333333333333,30.133333333333333,32.022222222222226,-0.5,1.3888888888888928,30,30,90
15,2026-03-31 16:42:29,th-2,temperature,28.803333333333335,27.153333333333332,27.53333333333333,-1.6500000000000021,-1.2700000000000031,30,30,90
15,2026-03-31 16:42:29,th-2,humidity,31.1,31.066666666666666,32.93333333333333,-0.03333333333333499,1.8333333333333286,30,30,90
15,2026-03-31 16:42:29,co2-1,temperature,28.023333333333333,27.213333333333335,27.495555555555555,-0.8099999999999987,-0.5277777777777786,30,30,90
15,2026-03-31 16:42:29,co2-1,humidity,36.71333333333333,35.663333333333334,37.36333333333334,-1.0499999999999972,0.6500000000000057,30,30,90
15,2026-03-31 16:42:29,co2-1,co2,584.1333333333333,511.96666666666664,458.22222222222223,-72.16666666666669,-125.9111111111111,30,30,90
8,2026-03-31 16:43:02,th-1,temperature,28.403333333333332,26.903333333333332,27.295555555555556,-1.5,-1.1077777777777769,30,30,90
8,2026-03-31 16:43:02,th-1,humidity,30.666666666666668,30.066666666666666,32.03333333333333,-0.6000000000000014,1.3666666666666636,30,30,90
8,2026-03-31 16:43:02,th-2,temperature,28.743333333333332,27.116666666666667,27.54111111111111,-1.6266666666666652,-1.2022222222222219,30,30,90
8,2026-03-31 16:43:02,th-2,humidity,31.133333333333333,31.033333333333335,32.94444444444444,-0.09999999999999787,1.81111111111111,30,30,90
8,2026-03-31 16:43:02,co2-1,temperature,27.996666666666666,27.19,27.497777777777777,-0.8066666666666649,-0.4988888888888887,30,30,90
8,2026-03-31 16:43:02,co2-1,humidity,36.68666666666667,35.63,37.37555555555556,-1.0566666666666649,0.68888888888889,30,30,90
8,2026-03-31 16:43:02,co2-1,co2,581.3666666666667,509.76666666666665,457.76666666666665,-71.60000000000002,-123.60000000000002,30,30,90
8,2026-03-31 17:31:04,th-1,temperature,26.636666666666667,27.816666666666666,27.194444444444443,1.1799999999999997,0.5577777777777762,30,30,90
8,2026-03-31 17:31:04,th-1,humidity,30.133333333333333,33.2,31.455555555555556,3.06666666666667,1.3222222222222229,30,30,90
8,2026-03-31 17:31:04,th-2,temperature,26.866666666666667,28.076666666666668,27.44111111111111,1.2100000000000009,0.5744444444444419,30,30,90
8,2026-03-31 17:31:04,th-2,humidity,31.1,34.0,32.44444444444444,2.8999999999999986,1.3444444444444414,30,30,90
8,2026-03-31 17:31:04,co2-1,temperature,27.06,28.046666666666667,27.243333333333332,0.9866666666666681,0.18333333333333357,30,30,90
8,2026-03-31 17:31:04,co2-1,humidity,35.873333333333335,38.77,36.76444444444444,2.8966666666666683,0.8911111111111083,30,30,90
8,2026-03-31 17:31:04,co2-1,co2,474.46666666666664,446.1333333333333,450.8333333333333,-28.333333333333314,-23.633333333333326,30,30,90
8,2026-03-31 17:31:07,th-1,temperature,26.636666666666667,27.816666666666666,27.194444444444443,1.1799999999999997,0.5577777777777762,30,30,90
8,2026-03-31 17:31:07,th-1,humidity,30.133333333333333,33.2,31.455555555555556,3.06666666666667,1.3222222222222229,30,30,90
8,2026-03-31 17:31:07,th-2,temperature,26.866666666666667,28.076666666666668,27.44111111111111,1.2100000000000009,0.5744444444444419,30,30,90
8,2026-03-31 17:31:07,th-2,humidity,31.1,34.0,32.44444444444444,2.8999999999999986,1.3444444444444414,30,30,90
8,2026-03-31 17:31:07,co2-1,temperature,27.06,28.046666666666667,27.243333333333332,0.9866666666666681,0.18333333333333357,30,30,90
8,2026-03-31 17:31:07,co2-1,humidity,35.873333333333335,38.77,36.76444444444444,2.8966666666666683,0.8911111111111083,30,30,90
8,2026-03-31 17:31:07,co2-1,co2,474.46666666666664,446.1333333333333,450.8333333333333,-28.333333333333314,-23.633333333333326,30,30,90
11,2026-03-31 17:31:09,th-1,temperature,26.636666666666667,27.816666666666666,27.194444444444443,1.1799999999999997,0.5577777777777762,30,30,90
11,2026-03-31 17:31:09,th-1,humidity,30.133333333333333,33.2,31.455555555555556,3.06666666666667,1.3222222222222229,30,30,90
11,2026-03-31 17:31:09,th-2,temperature,26.866666666666667,28.076666666666668,27.44111111111111,1.2100000000000009,0.5744444444444419,30,30,90
11,2026-03-31 17:31:09,th-2,humidity,31.1,34.0,32.44444444444444,2.8999999999999986,1.3444444444444414,30,30,90
11,2026-03-31 17:31:09,co2-1,temperature,27.06,28.046666666666667,27.243333333333332,0.9866666666666681,0.18333333333333357,30,30,90
11,2026-03-31 17:31:09,co2-1,humidity,35.873333333333335,38.77,36.76444444444444,2.8966666666666683,0.8911111111111083,30,30,90
